restaurant_link,country,region,longitude,latitude,restaurant_name,count_awards
g186338-d12277228,United Kingdom,London,-0.101939,51.530254,Tanakatsu,4
g186338-d2549805,United Kingdom,London,-0.088684,51.506184,The Barrow Boy and Banker,4
g196574-d7122840,France,Ile-de-France,2.286431,48.890476,Les Délicieuses,4
g1190872-d12266824,Portugal,Algarve,-8.188089,37.09296,Ze Ze Bistro Bar,4
g187147-d720141,France,Ile-de-France,2.334681,48.863655,Vin et Marée Saint Honoré,4
g187497-d1057953,Spain,Catalonia,2.144803,41.396545,"L'Oliana",4
g187323-d5852931,Germany,Berlin,13.42308,52.53292,Muse Berlin,4
g580331-d4508987,Spain,Catalonia,2.797679,41.67592,La Tagliatella,4
g194908-d1894917,Italy,Liguria,8.486781,44.308006,Club Nautico,4
g1937942-d7353502,Spain,Canary Islands,-16.43188,28.164576,Cafe Al Mar,4
g190736-d6947547,United Kingdom,Cumbria,-2.936321,54.895416,Quarter Lounge,4
g187441-d11798937,Spain,Andalucia,-3.620854,37.202457,Bodega Teba,4
g186470-d2216426,Northern Ireland,Belfast,-5.934235,54.59486,Robinsons Bar and Bistro,4
g1064230-d1545793,Spain,Valencian Country,-0.484615,38.344715,Restaurante Ibericos,4
g189852-d1787771,Sweden,"",18.08291,59.312397,Urban Deli,4
g312714-d10331361,Portugal,Algarve,-7.841468,37.024303,A do Fernando,4
g196708-d5895439,France,Auvergne-Rhone-Alpes,6.669294,46.159214,LES NOTES GOURMANDES - LES GETS,4
g580418-d3308142,United Kingdom,Greater London,-0.361046,51.585785,Mr Chilly,4
g783939-d2444896,Italy,Trentino-Alto Adige,10.960729,45.82332,La Pineta,4
g226853-d1327506,France,Centre-Val de Loire,1.901578,47.866478,"Absinthe L'",4
g295375-d8155887,Croatia,Dalmatia,15.891303,43.733852,Restaurant More,4
g1892987-d4844589,Spain,Andalucia,-4.668688,36.504623,Restaurante Sheriff,4
g1079927-d2372529,Italy,Lombardy,8.954422,45.352592,Trattoria San Bernardo,4
g187465-d2707626,Spain,Balearic Islands,3.843865,39.926865,Dulcinea,4
g635791-d10247848,France,Bourgogne-Franche-Comte,6.354738,46.902473,Midi Treize,4
g1053091-d10149293,Italy,Lombardy,10.50375,45.40222,Ristorante Corte delle Rose di Bertini Luca,4
g196683-d5259953,France,"Provence-Alpes-Cote d'Azur",5.781606,43.83512,Les 2 freres,4
g189117-d4371365,Portugal,Algarve,-8.673089,37.102737,Cafe Gil Eanes,4
g186338-d3579363,United Kingdom,London,-0.098304,51.51173,Cafe 101,4
g274823-d10127152,Poland,Central Poland,18.002928,53.123528,Trattoria Pizza i Gitara di Roberto Bussani,4
g187776-d4232554,Italy,Calabria,16.24665,39.31191,La Comalpi,4
g187290-d1812757,Germany,Baden-Wurttemberg,8.493333,49.486668,bootshaus Mannheim,4
g189180-d6908386,Portugal,Northern Portugal,-8.614447,41.14807,Amarelo Torrada,4
g551993-d7737872,Wales,North Wales,-3.126754,53.16515,Pen Y Bont Farm,4
g580246-d10139211,Italy,Veneto,12.644443,45.50659,Osti in Ombra,4
g274810-d6529879,Poland,Southern Poland,16.251713,50.801224,Bohema Restauracja,4
g1079121-d2362881,Italy,Lazio,12.560904,41.61613,Colti Club,4
g186233-d10836899,United Kingdom,Cheshire,-2.893871,53.186832,Miller & Carter Chester,4
g187514-d7179537,Spain,Community of Madrid,-3.685888,40.4578,DiverXO,4
g187870-d10632857,Italy,Veneto,12.337339,45.434864,Aldo Pasta,4
g4473218-d2220641,Portugal,Alentejo,-8.426067,38.03597,Armazem Central Restaurant,4
g651994-d1602567,Italy,Marche,12.862352,43.313744,La Vecchia Cartiera,4
g2541717-d2711507,Portugal,Alentejo,-8.371222,38.774094,Maca,4
g187153-d3191224,France,Occitanie,3.875536,43.611515,La Morue & Chez Toto,4
g187147-d13190305,France,Ile-de-France,2.342244,48.89017,Mokko,4
g186383-d13821064,United Kingdom,East Anglia,0.714752,52.24495,Gastrono-me,4
g673494-d4014980,Italy,Sardinia,9.003074,40.58109,La Coccinella,4
g4236119-d7027530,Greece,Peloponnese,22.31906,37.908024,Trikρina Traditional Tavern - Kreopoleio,4
g187813-d2149276,Italy,Friuli Venezia Giulia,13.769156,45.650036,Urbanis,4
g274713-d4209886,Czech Republic,Moravia,16.890066,48.75473,Park Restaurant,4
g187323-d3355573,Germany,Berlin,13.38633,52.49148,vanille & marille Eismanufaktur,4
g187323-d10785724,Germany,Berlin,13.389325,52.508766,Little Green Rabbit - Checkpoint Charlie,4
g187323-d10716782,Germany,Berlin,13.463243,52.51509,Salami Social Club,4
g187253-d4431382,France,"Provence-Alpes-Cote d'Azur",5.38485,43.29392,Kortchma,4
g194791-d2732869,Italy,Puglia,18.173416,40.36135,Osteria da Cosimino,4
g1932231-d2060597,Italy,Tuscany,10.782289,43.71025,Osteria Beppe nel Corso,4
g194823-d2715021,Italy,Emilia-Romagna,12.343289,44.29857,Pianeta Piada,4
g194901-d3459366,Italy,Tuscany,10.539128,43.101665,Gelateria Leccami un amore di gelato,4
g186338-d10373643,United Kingdom,London,-0.126706,51.511787,Pizza Pilgrims,4
g189426-d3532964,Greece,South Aegean,24.947006,36.613693,Vegera - Vrahos Restaurant,4
g6484266-d10179477,France,Occitanie,1.321072,43.684097,La table des oliviers,4
g186609-d10262943,Ireland,Province of Connacht,-9.058586,53.2701,"John Keogh's Gastropub",4
g187871-d7349300,Italy,Veneto,10.977745,45.44209,Casa Perbellini,4
g1185016-d10243724,Germany,Mecklenburg-West Pomerania,14.041419,53.940353,Nepperminer Fischpalast,4
g4765251-d4742455,France,Auvergne-Rhone-Alpes,4.343968,44.756794,Chez Baratier,4
g189421-d8486713,Greece,Crete,24.501518,35.36814,Costa Costa,4
g189149-d8856223,Portugal,Northern Portugal,-7.915536,40.656693,Vintage Bistrô Viseu,4
g188644-d694647,Belgium,Brussels,4.38399,50.818516,Apocalypse,4
g652147-d3522989,Spain,Valencian Country,-0.647086,38.086838,Restaurante Almanjar,4
g644129-d3411293,France,"Provence-Alpes-Cote d'Azur",6.061767,43.4072,"L'absolu",4
g7743121-d12019768,France,Hauts-de-France,3.10281,50.38325,"Au Bonheur D'un Jour",4
g188590-d9873097,The Netherlands,"",4.862524,52.37171,Restaurant Faam,4
g187198-d11950796,France,Pays de la Loire,-1.554722,47.216824,Le Reflet Nantes,4
g5994048-d10598195,Greece,Ionian Islands,20.64785,38.418335,Dona Lefki,4
g186394-d2536083,United Kingdom,Tyne and Wear,-1.59064,54.99833,Dean & Daniela,4
g551519-d4604353,Ireland,Province of Leinster,-6.371872,53.27163,kiltipper Cafe Bar,4
g1072494-d1074740,Spain,Catalonia,1.132191,42.41544,El fogony,4
g1190872-d10221925,Portugal,Algarve,-8.16875,37.090557,Café del sol,4
g227886-d5777058,Italy,Tuscany,11.206328,43.393604,Ristorante La Ducareccia,4
g187291-d1418112,Germany,Baden-Wurttemberg,9.181918,48.773968,"Takeshii's Vietnamese Cuisine",4
g503710-d11547510,Greece,Crete,25.401089,35.3112,King Scorpio Beach Bar Restaurant,4
g1028937-d11788824,Italy,Sicily,14.729006,38.135464,Disiu,4
g194946-d12208044,Italy,Tuscany,10.251187,43.866993,A-mare Ristorante & Pizza,4
g3946401-d11959513,France,Ile-de-France,2.067964,49.089535,Le Capriccio,4
g651982-d1153108,Italy,Calabria,16.32737,38.29893,Gambero Rosso,4
g274912-d10225716,Hungary,Southern Great Plain,20.145962,46.25339,Suti Nem Suti,4
g187151-d11909210,France,Occitanie,2.351353,43.212414,"Le Bistrot D'Alice",4
g187514-d6884911,Spain,Community of Madrid,-3.696302,40.424747,DSTAGE,4
g190728-d6787388,United Kingdom,Durham,-1.472337,54.54578,"The Buck Inn, Sadberge",4
g194933-d2660654,Italy,Trentino-Alto Adige,11.14629,46.699818,Ristorante Culinaria im Farmerkreuz,4
g188576-d12251473,The Netherlands,"",5.983944,51.19505,Zinc wine et dine,4
g1180038-d11637301,Italy,Campania,14.43407,40.883026,Osteria Summa Terra,4
g187370-d1040899,Germany,North Rhine-Westphalia,7.037492,50.70788,El Dorado,4
g2138360-d2616636,Italy,Lombardy,9.70719,45.823055,Dentella,4
g188598-d3726416,The Netherlands,"",5.104208,52.458733,De Verkeerde Wereld,4
g503755-d2254474,United Kingdom,East Sussex,0.484201,50.91692,The Bull Inn,4
g186402-d12249331,United Kingdom,West Midlands,-1.829682,52.533653,1580 Contemporary Indian Dining,4
g2333137-d4553297,Italy,Campania,14.284739,40.93489,Eat to Eat,4
g189507-d10678741,Greece,Thessaly,22.948168,39.358463,Minerva,4
g187330-d1223646,Germany,Brandenburg,13.052106,52.401073,Creperie La Madeleine,4
g652344-d12285276,The Netherlands,"",3.380817,51.37851,AIRrepublic,4
g187452-d5486370,Spain,Asturias,-5.847581,43.357708,Restaurante Asador Casa Arturo,4
g186543-d9707352,Scotland,Scottish Highlands,-4.228896,57.476624,Encore,4
g187178-d10351328,France,Hauts-de-France,3.055399,50.6406,Il Piccolino,4
g580303-d4172591,Spain,Balearic Islands,2.539619,39.51086,Restaurante Portofino Pizzeria,4
g608693-d8497745,Belgium,Flanders,2.663519,51.112442,Willem Hiele,4
g274707-d4793505,Czech Republic,Bohemia,14.54952,50.046364,Pivovar Hostivař,4
g2277937-d6819408,France,Auvergne-Rhone-Alpes,2.778174,45.483253,Auberge du Taraffet,4
g196556-d1333315,France,Bourgogne-Franche-Comte,6.154624,47.618904,La Femme du Boulanger,4
g196542-d4242014,France,Bourgogne-Franche-Comte,3.161442,46.989433,Comptoir St-Sebastien,4
g3507655-d5977882,Portugal,Central Portugal,-8.411233,40.03485,Restaurante Santo Amaro,4
g1892818-d3940595,France,Auvergne-Rhone-Alpes,6.540154,45.672108,La Bartavelle,4
g227885-d5016245,Italy,Lombardy,9.504211,45.31458,Il Pomodoro Pelato,4
g194748-d1902044,Italy,Calabria,17.081812,39.265972,Dattilo,4
g609044-d10169195,Spain,Valencian Country,0.162583,38.78894,Volta i Volta Restaurant,4
g186338-d2006403,United Kingdom,London,-0.126721,51.507416,Prezzo - Northumberland Avenue,4
g194864-d8828354,Italy,Campania,14.094008,40.839325,Sake Cocktail Bar & Sushi Restaurant,4
g2044633-d3330522,Italy,Lombardy,10.152136,45.641525,Agriturismo Ruer Verda,4
g1028722-d7364056,Spain,Balearic Islands,3.082804,39.9066,Gran Café 1919 (Puerto de Pollensa),4
g186335-d3703069,United Kingdom,Lincolnshire,-0.01472,52.761,Bluebell inn,4
g2144195-d7993706,Greece,West Greece,21.92408,38.591736,Ταβερνα Πατουχας Βασιλειος,4
g666500-d1335627,France,Occitanie,3.100175,43.109818,Le Piazzo,4
g609081-d1479165,Wales,North Wales,-4.066979,52.930016,The Lemon Tree,4
g187497-d1081666,Spain,Catalonia,2.166356,41.375732,"L'antic magatzem",4
g1528393-d1740373,Italy,Tuscany,11.506114,42.608643,Ristorante Laudomia da Rossano,4
g666389-d2396951,Italy,Lombardy,10.156239,46.218346,Belvedere,4
g187514-d10161387,Spain,Community of Madrid,-3.713802,40.423622,Tres Restaurante,4
g187895-d9568819,Italy,Tuscany,11.248115,43.77378,Braceria Ristorante Santa Maria Novella,4
g186612-d10242874,Ireland,Province of Munster,-9.508283,52.05996,Uptown Restaurant,4
g2442773-d15814809,Spain,Aragon,-0.297083,42.619507,Casa Diego,4
g1544636-d15238266,United Kingdom,Hampshire,-0.960494,50.93885,The Red Lion Chalton,4
g189117-d2267371,Portugal,Algarve,-8.645449,37.117916,Bar Quim,4
g187876-d3473535,Italy,Puglia,15.544677,41.465157,Pizzeria da Brigida,4
g1958076-d1958061,Northern Ireland,"",-5.882004,54.89599,Matties Meeting House,4
g580274-d2645919,Spain,Andalucia,-3.896059,36.79118,Splash,4
g635873-d10805910,Italy,Lombardy,9.142938,45.65005,Bottega Ristobar,4
g670769-d4262111,Spain,Catalonia,0.708463,40.810402,Fata Morgana,4
g187849-d4156800,Italy,Lombardy,9.207033,45.449043,Gelateria Artigianale N.22,4
g562801-d4787740,Germany,Mecklenburg-West Pomerania,12.689699,53.512978,Moments,4
g188650-d3235900,Belgium,Flanders,5.339164,50.929924,Tasty Bowl,4
g667252-d10161494,France,Brittany,-2.466853,48.629208,Le Ty Prince,4
g494955-d3468471,Italy,Sicily,12.579375,38.04808,Ristorante Fontanarossa,4
g1762888-d4302563,Spain,Andalucia,-4.785947,36.497375,Waka Tapas,4
g274707-d1812281,Czech Republic,Bohemia,14.424387,50.084106,El Emir Lebanese Restaurant,4
g315915-d4288156,Spain,Andalucia,-4.622307,36.53772,Taberna Plaza Vieja,4
g230087-d4547819,Spain,Catalonia,2.931422,41.718468,"Dino's Ristorante",4
g635677-d2338664,United Kingdom,Yorkshire,-0.162385,53.913235,Swiss Cottage,4
g187175-d2279119,France,Occitanie,1.441108,43.599537,Le Py-r,4
g274856-d10818691,Poland,Central Poland,21.01182,52.22537,Bez Tytulu,4
g8567833-d3488819,France,Occitanie,2.53588,44.11112,Le Selvois,4
g1190449-d3367314,Greece,South Aegean,24.780928,37.858955,"Cavo D'Oro",4
g503710-d10492600,Greece,Crete,25.391537,35.3205,Skipper,4
g186337-d720768,United Kingdom,Merseyside,-2.980654,53.401443,The Monro Gastropub,4
g187796-d6988133,Italy,Marche,12.857593,43.904736,Monna Lisa,4
g503900-d2340917,United Kingdom,Kent,1.404373,51.223297,Wellingtons,4
g187508-d11809876,Spain,Galicia,-8.53565,42.881737,TS A Casa,4
g1575052-d1456627,Italy,Campania,14.52768,41.219482,Archimagirus,4
g187373-d1320273,Germany,North Rhine-Westphalia,6.78029,51.2255,MARUYASU Schadow Arkaden UG,4
g189894-d3608432,Sweden,West Coast,11.976754,57.698185,Bon,4
g186338-d1436568,United Kingdom,London,-0.164076,51.519558,The Harcourt,4
g674812-d10153317,Wales,North Wales,-3.933032,52.994057,Red Chillies,4
g1079032-d10293160,Italy,Campania,14.208032,40.928356,Il Connubio,4
g187441-d3537042,Spain,Andalucia,-3.593333,37.173473,El Molino,4
g528776-d1878493,United Kingdom,Wiltshire,-1.872636,51.544865,"Sally Pussey's Restaurant",4
g186525-d2181099,Scotland,Edinburgh,-3.16718,55.97479,Rocksalt Café,4
g209967-d12051403,United Kingdom,Derbyshire,-1.427591,53.23641,Bottle & Thyme,4
g642067-d6716351,Germany,North Rhine-Westphalia,6.891198,50.880955,Royal India,4
g3464185-d8397949,Greece,South Aegean,25.519663,36.869415,Kira Pothiti,4
g910550-d1896518,France,Bourgogne-Franche-Comte,6.670378,47.059372,Restaurant Le France,4
g1467813-d4297179,France,Occitanie,1.51411,43.58291,Zenazia 2,4
g187265-d2480045,France,Auvergne-Rhone-Alpes,4.831958,45.753284,Petit Grain,4
g187356-d10445682,Germany,Lower Saxony,8.123699,53.514973,CaOs,4
g186394-d10052671,United Kingdom,Tyne and Wear,-1.687083,54.953335,Allegria,4
g194711-d3295992,Italy,Tuscany,10.37679,42.74583,Zerogradi,4
g194744-d3442532,Italy,Veneto,12.275381,45.88222,Trattoria Costabella,4
g652011-d3958433,Italy,Sardinia,9.667051,39.81789,"Agriturismo S'iligi",4
g315916-d1004001,Spain,Andalucia,-3.787609,37.77971,Kasler,4
g189408-d4269197,Greece,Central Greece,22.491545,38.479343,Dionysos Restaurant and Taverna,4
g2201167-d8698291,Greece,Crete,24.331387,35.28625,Athivoles,4
g660478-d10719700,Germany,North Rhine-Westphalia,6.763611,50.55417,die Frischekueche,4
g189506-d3856834,Greece,Thessaly,21.76727,39.556847,Dipylo,4
g187396-d5824005,Germany,Saarland,6.995322,49.23235,"Tbilissi Bar, Resto, Lounge",4
g274914-d1103132,Hungary,Central Hungary,19.076143,47.667786,Langos Stand,4
g1102367-d2280533,Spain,Valencian Country,0.0073,38.81906,Casa Pepa Restaurante,4
g198406-d10339330,Germany,Hesse,9.117449,51.117332,Restaurant Carthago,4
g187823-d11549453,Italy,Liguria,8.932495,44.406864,Fuori Menù,4
g947939-d1594056,Poland,Western Poland,15.094264,54.09635,Puchacz Restaurant,4
g1080343-d11749531,France,Grand Est,6.439027,48.19775,Le QG,4
g187497-d11637299,Spain,Catalonia,2.161529,41.40167,Gola Taperia,4
g186463-d2368104,Wales,Southern Wales,-3.006197,51.6159,Parc-Y-Prior Inn,4
g187890-d10686135,Italy,Sicily,13.360642,38.121952,Bistrot 107,4
g187776-d3484958,Italy,Calabria,16.260807,39.292404,Le Cucine di Palazzo Salfi,4
g1940141-d10492074,France,"Provence-Alpes-Cote d'Azur",5.845989,43.163677,"Lo'tentic",4
g1598976-d2092685,Italy,Lombardy,9.298617,45.555065,Pizzeria Al Grottino,4
g1077002-d4243397,Wales,North Wales,-3.834528,53.295177,The Olive Grove Deli & Cafe,4
g194772-d4014484,Italy,Lombardy,10.549793,45.635452,Osteria Pizzeria a Casa Mia Pierolì,4
g2691430-d2243585,United Kingdom,Yorkshire,-1.720426,53.89139,The Chevin Inn,4
g187870-d3735741,Italy,Veneto,12.320019,45.436794,Gelateria Polo Nord,4
g1080046-d1392126,France,"Provence-Alpes-Cote d'Azur",6.010344,44.09382,La Bonne Etape,4
g186338-d8539662,United Kingdom,London,-0.122801,51.510906,Franco Manca,4
g3695532-d12235404,Greece,Attica,23.707388,37.922344,Deniz Meze,4
g187823-d11966080,Italy,Liguria,8.927728,44.405903,Da Leccarsi i Baffi,4
g194875-d6419691,Italy,Emilia-Romagna,10.618475,44.71136,The Blender Pub,4
g227920-d749526,The Netherlands,"",4.389064,52.147007,"Pannenkoekenhuis 's-Gravesande",4
g673461-d2065546,France,Pays de la Loire,-2.465225,47.409397,La Cabane a Huitres,4
g227893-d5494244,France,Ile-de-France,2.314456,48.811104,Le Vendôme,4
g580259-d10367095,Portugal,Madeira Islands,-17.13223,32.69955,A Taberna da Madalena,4
g528828-d4354210,United Kingdom,Cornwall,-4.316092,50.50295,Red Panda,4
g186386-d4339532,United Kingdom,East Anglia,0.409965,52.24542,"Nancy's Teashop",4
g1938980-d2467285,France,Nouvelle-Aquitaine,-0.442118,45.111824,Phileas Fogg,4
g196518-d3443868,France,Auvergne-Rhone-Alpes,3.250342,45.541897,"L'atelier Yssoirien",4
g187881-d3701320,Italy,Sardinia,9.113637,39.21838,Coccodi Il Dolce e il Salato,4
g1471580-d3636076,Wales,Southern Wales,-3.237731,51.796265,The Castle Inn,4
g187260-d10592455,France,Auvergne-Rhone-Alpes,6.126156,45.89977,"Le Bar Roux d'Heure",4
g274707-d5989639,Czech Republic,Bohemia,14.423314,50.08347,Cake Cafe Prague,4
g189115-d7994995,Portugal,Algarve,-8.468856,37.096733,Restaurante Chinês Grande Muralha,4
g186220-d10496190,United Kingdom,Bristol,-2.593503,51.469673,Turtle Bay - Bristol Cheltenham Road,4
g503890-d7160824,United Kingdom,Isle of Wight,-1.161216,50.732353,Bendula Bar & Restaurant,4
g1582564-d3215601,United Kingdom,Derbyshire,-1.423584,52.891937,The Lodge,4
g659324-d3860413,Spain,Canary Islands,-17.911518,28.659235,La Luna,4
g3225777-d8442890,Greece,Central Macedonia,23.720514,40.34257,Kouros Café & Tavern,4
g12633783-d6765673,Greece,Crete,24.608055,35.343346,Tavern Gorge,4
g235123-d841146,Italy,Tuscany,11.311683,43.519043,Osteria Le Panzanelle,4
g1174003-d2090807,Italy,Emilia-Romagna,12.438508,44.15988,Ristorante Albergo Da Marco,4
g608666-d10373105,Austria,Austrian Alps,12.799667,47.322754,Seebar,4
g187147-d7095002,France,Ile-de-France,2.296244,48.870853,Pages,4
g187454-d5849045,Spain,Basque Country,-2.934849,43.267075,BERRI IPARRAGIRRE,4
g186338-d3492336,United Kingdom,London,-0.146077,51.55618,The Southampton Arms,4
g2053270-d1370017,United Kingdom,Oxfordshire,-0.935592,51.479965,The Crown,4
g196576-d10820877,France,Ile-de-France,2.880522,48.959774,"L'Authentique Restaurant",4
g664012-d10604917,Italy,Piedmont,7.525781,45.03026,Creperie Allante,4
g2064470-d10456862,Italy,Friuli Venezia Giulia,13.152174,46.11171,Villa Cecilia Osteria,4
g1064230-d4177445,Spain,Valencian Country,-0.485164,38.34175,Noray Café Bar,4
g8770571-d2081620,United Kingdom,Lincolnshire,-0.329226,53.486668,Salutation Inn,4
g187331-d718365,Germany,Hamburg,10.091053,53.66897,STOCKs Fischrestaurant,4
g189154-d8809661,Portugal,Central Portugal,-9.418989,38.69756,Reserva da Villa,4
g187088-d3490522,France,Nouvelle-Aquitaine,0.729944,45.17759,Un Parfum de Gourmandise,4
g1055322-d6476332,France,Occitanie,3.60537,43.42771,"La Baie d'Halong",4
g1224626-d9558330,France,"Provence-Alpes-Cote d'Azur",5.64271,43.489063,Le Bistrot Grand Boise,4
g297514-d2414429,Croatia,"",14.473537,44.529957,Restoran Losinjsko Jidro,4
g1096000-d3431444,Italy,Lazio,11.940663,42.527653,Ristorante Al Girasole,4
g1941183-d3981227,Spain,Catalonia,1.62352,41.38423,Restaurante Sant Jordi Ca la Katy,4
g2277929-d2434822,France,Bourgogne-Franche-Comte,6.135279,46.530598,"L'atelier",4
g187452-d4047802,Spain,Asturias,-5.845155,43.36289,El Ovetense,4
g190454-d2571970,Austria,Vienna Region,16.3632,48.195305,Zweitbester,4
g663677-d10449125,Poland,Southern Poland,16.247223,50.44113,Smażalnia ryb i sklep rybny Impuls,4
g4742045-d7149206,Romania,Transylvania,24.700855,46.77927,Intim,4
g187441-d5113064,Spain,Andalucia,-3.593164,37.182697,Bar Aixa,4
g187529-d10629535,Spain,Valencian Country,-0.382597,39.47743,Lamburguesa Valencia ( El Carmen ),4
g666179-d2370905,France,Auvergne-Rhone-Alpes,6.635185,45.931034,La Mangeoire,4
g187514-d10159455,Spain,Community of Madrid,-3.700462,40.420376,Angelita Madrid,4
g303821-d4611478,Croatia,"",14.790381,45.12768,Adria,4
g2281361-d2257538,Italy,Piedmont,7.586379,45.34613,La Tradizione,4
g1117148-d13388463,United Kingdom,Cheshire,-2.581644,53.371197,Olive Tree Brasserie Stockton Heath,3
g189541-d1536334,Denmark,Zealand,12.591799,55.67798,"Tony's",3
g230084-d12851440,Portugal,Central Portugal,-7.270033,40.5383,Nobre Vinhos & Tal,3
g674121-d2329990,France,"Provence-Alpes-Cote d'Azur",6.463122,43.1586,Le Relais des Maures,3
g635886-d7111998,Spain,Andalucia,-6.362329,36.621994,Las Tres Calles Restobar,3
g274772-d13005734,Poland,Southern Poland,19.932007,50.015396,Tutti Santi Krakow,3
g1918910-d2362620,Italy,Veneto,11.505681,45.448948,Trattoria da Romano dal 1936,3
g262065-d12230918,Spain,Castile-La Mancha,-2.129905,40.077576,Bajo los Tilos the Limes Garden,3
g209940-d13803584,United Kingdom,Yorkshire,-2.015895,53.961494,Steep&Filter,3
g1022768-d13285875,Portugal,Alentejo,-9.148903,38.686527,Meating Steakhouse,3
